episode_reward,avg_throughput,avg_latency,avg_energy,policy,arrival_rate,episode
64.45642326105275,0.98,3555.9285714285706,516.3120079655635,RoundRobin,0.0,0
65.39404242488008,0.975,3442.488095238094,514.6765435055365,RoundRobin,0.0,1
67.63804948649516,0.975,3578.0357142857147,510.0906043416858,RoundRobin,0.0,2
63.88144898755991,0.98,3564.2976190476184,517.0991479472316,RoundRobin,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,RoundRobin,0.0,4
64.03421191692883,0.965,3497.5714285714284,513.720539267464,RoundRobin,0.0,5
57.65168073842959,0.975,3489.797619047617,525.8643003209271,RoundRobin,0.0,6
56.594219267421714,0.97,3591.9226190476197,524.0313675274388,RoundRobin,0.0,7
69.19502850204991,0.98,3411.0178571428555,510.50829653263935,RoundRobin,0.0,8
66.71022538248336,0.97,3424.309523809523,511.61587621198925,RoundRobin,0.0,9
65.65239188989868,0.97,3509.2857142857147,512.4378407365803,RoundRobin,0.0,10
61.788984821488626,0.97,3623.2619047619037,517.2071656249099,RoundRobin,0.0,11
68.33086368938206,0.975,3440.815476190477,510.2863651802127,RoundRobin,0.0,12
59.95091352336922,0.965,3572.8928571428573,519.1675940006601,RoundRobin,0.0,13
57.935633806992655,0.97,3644.119047619047,522.7994778609395,RoundRobin,0.0,14
63.2857190276919,0.98,3534.5238095238087,518.260707172748,RoundRobin,0.0,15
54.52166238111787,0.98,3658.315476190477,530.2926671426089,RoundRobin,0.0,16
71.54427564668363,0.98,3266.3690476190477,508.28626510140305,RoundRobin,0.0,17
65.30462414852889,0.975,3577.392857142858,513.5965280629207,RoundRobin,0.0,18
57.7572327765534,0.98,3573.452380952383,526.2030794065984,RoundRobin,0.0,19
64.45642326105272,0.98,3555.9285714285706,516.3120079655635,SJF,0.0,0
65.39404242488008,0.975,3442.488095238094,514.6765435055365,SJF,0.0,1
67.63804948649515,0.975,3578.0357142857147,510.0906043416858,SJF,0.0,2
63.88144898755992,0.98,3564.2976190476184,517.0991479472316,SJF,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,SJF,0.0,4
64.03421191692881,0.965,3497.5714285714284,513.720539267464,SJF,0.0,5
57.65168073842958,0.975,3489.797619047617,525.8643003209272,SJF,0.0,6
56.59421926742174,0.97,3591.9226190476197,524.0313675274388,SJF,0.0,7
69.19502850204992,0.98,3411.0178571428555,510.5082965326394,SJF,0.0,8
66.71022538248337,0.97,3424.309523809523,511.61587621198925,SJF,0.0,9
65.65239188989868,0.97,3509.2857142857147,512.4378407365804,SJF,0.0,10
61.78898482148864,0.97,3623.2619047619037,517.2071656249099,SJF,0.0,11
68.33086368938206,0.975,3440.815476190477,510.2863651802127,SJF,0.0,12
59.95091352336925,0.965,3572.8928571428573,519.1675940006601,SJF,0.0,13
57.93563380699266,0.97,3644.119047619047,522.7994778609395,SJF,0.0,14
63.28571902769189,0.98,3534.5238095238087,518.260707172748,SJF,0.0,15
54.52166238111787,0.98,3658.315476190477,530.2926671426089,SJF,0.0,16
71.54427564668363,0.98,3266.3690476190477,508.286265101403,SJF,0.0,17
65.30462414852889,0.975,3577.392857142858,513.5965280629207,SJF,0.0,18
57.757232776553415,0.98,3573.452380952383,526.2030794065984,SJF,0.0,19
64.45642326105272,0.98,3555.9285714285706,516.3120079655635,GreedyMinMin,0.0,0
65.39404242488008,0.975,3442.488095238094,514.6765435055365,GreedyMinMin,0.0,1
67.63804948649515,0.975,3578.0357142857147,510.0906043416858,GreedyMinMin,0.0,2
63.88144898755992,0.98,3564.2976190476184,517.0991479472316,GreedyMinMin,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,GreedyMinMin,0.0,4
64.03421191692881,0.965,3497.5714285714284,513.720539267464,GreedyMinMin,0.0,5
57.65168073842958,0.975,3489.797619047617,525.8643003209272,GreedyMinMin,0.0,6
56.59421926742174,0.97,3591.9226190476197,524.0313675274388,GreedyMinMin,0.0,7
69.19502850204992,0.98,3411.0178571428555,510.5082965326394,GreedyMinMin,0.0,8
66.71022538248337,0.97,3424.309523809523,511.61587621198925,GreedyMinMin,0.0,9
65.65239188989868,0.97,3509.2857142857147,512.4378407365804,GreedyMinMin,0.0,10
61.78898482148864,0.97,3623.2619047619037,517.2071656249099,GreedyMinMin,0.0,11
68.33086368938206,0.975,3440.815476190477,510.2863651802127,GreedyMinMin,0.0,12
59.95091352336925,0.965,3572.8928571428573,519.1675940006601,GreedyMinMin,0.0,13
57.93563380699266,0.97,3644.119047619047,522.7994778609395,GreedyMinMin,0.0,14
63.28571902769189,0.98,3534.5238095238087,518.260707172748,GreedyMinMin,0.0,15
54.52166238111787,0.98,3658.315476190477,530.2926671426089,GreedyMinMin,0.0,16
71.54427564668363,0.98,3266.3690476190477,508.286265101403,GreedyMinMin,0.0,17
65.30462414852889,0.975,3577.392857142858,513.5965280629207,GreedyMinMin,0.0,18
57.757232776553415,0.98,3573.452380952383,526.2030794065984,GreedyMinMin,0.0,19
64.47892326105271,0.98,3552.1785714285706,516.3120079655635,Random,0.0,0
65.3900424248801,0.975,3443.154761904761,514.6765435055365,Random,0.0,1
67.65447805792373,0.975,3575.2976190476197,510.0906043416858,Random,0.0,2
63.81712755898853,0.98,3575.0178571428573,517.0991479472316,Random,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,Random,0.0,4
63.790997631214516,0.965,3538.1071428571427,513.720539267464,Random,0.0,5
57.58725216700102,0.975,3500.535714285713,525.8643003209272,Random,0.0,6
56.59421926742172,0.97,3591.9226190476197,524.0313675274388,Random,0.0,7
69.19502850204991,0.98,3411.0178571428555,510.5082965326394,Random,0.0,8
66.64651109676907,0.97,3434.928571428571,511.61587621198925,Random,0.0,9
65.66739188989867,0.97,3506.785714285714,512.4378407365803,Random,0.0,10
61.76798482148864,0.97,3626.7619047619037,517.2071656249099,Random,0.0,11
68.33086368938204,0.975,3440.815476190477,510.2863651802127,Random,0.0,12
59.95091352336922,0.965,3572.8928571428573,519.1675940006601,Random,0.0,13
57.87363380699268,0.97,3654.4523809523803,522.7994778609395,Random,0.0,14
63.15993331340612,0.98,3555.4880952380954,518.2607071727482,Random,0.0,15
54.49316238111787,0.98,3663.065476190477,530.2926671426089,Random,0.0,16
71.51477564668365,0.98,3271.2857142857147,508.2862651014029,Random,0.0,17
65.30762414852889,0.975,3576.892857142858,513.5965280629208,Random,0.0,18
57.78273277655344,0.98,3569.202380952383,526.2030794065984,Random,0.0,19
59.95810160321042,0.98,4340.8809523809505,515.9949190237554,DQN,0.0,0
59.414079491188495,0.97,4388.15277777778,513.8855057632165,DQN,0.0,1
64.1060176425228,0.975,4177.607142857143,509.9925092505016,DQN,0.0,2
58.14605613041706,0.98,4520.196428571429,517.0991479472315,DQN,0.0,3
56.86201539110798,0.975,4680.8611111111095,516.3292269133385,DQN,0.0,4
56.225531301938524,0.96,4875.768217893217,511.779789086053,DQN,0.0,5
50.52878285531282,0.975,4777.759018759019,524.9569945481998,DQN,0.0,6
51.24825260985831,0.97,4684.005952380953,523.4715675137841,DQN,0.0,7
64.2762161587101,0.98,4287.156746031746,510.0012650476487,DQN,0.0,8
63.226546811054796,0.97,4004.922619047618,511.61587621198925,DQN,0.0,9
61.29376093751776,0.97,4235.724206349206,512.4378407365801,DQN,0.0,10
56.10559465268933,0.96,4479.275793650795,515.5281258781089,DQN,0.0,11
64.33025763531742,0.97,3977.7380952380977,510.2049706898813,DQN,0.0,12
53.27168149744111,0.96,4851.965187590188,516.4247910655268,DQN,0.0,13
53.74836697747435,0.965,4386.410714285716,521.1497531052172,DQN,0.0,14
55.8238114574556,0.975,4832.909451659451,516.5180977488816,DQN,0.0,15
38.65591462887016,0.98,6302.606768231768,530.2926671426087,DQN,0.0,16
62.879778343731644,0.965,4388.147560772561,507.43700443744916,DQN,0.0,17
61.27003903206211,0.975,4312.660714285716,513.0309950233354,DQN,0.0,18
48.05709560200893,0.97,5000.097222222222,525.4134815969865,DQN,0.0,19
64.22645897533846,0.98,3594.255952380951,516.3120079655633,PPO,0.0,0
64.57826074727461,0.975,3624.432539682539,514.2627160219447,PPO,0.0,1
67.16594234363798,0.975,3656.720238095238,510.09060434168583,PPO,0.0,2
63.373448987559954,0.98,3648.9642857142853,517.0991479472317,PPO,0.0,3
62.26550324393242,0.975,3715.599206349206,516.9113522769587,PPO,0.0,4
63.13980715502405,0.965,3646.6388888888882,513.7205392674639,PPO,0.0,5
57.13693073842959,0.975,3575.5892857142835,525.8643003209271,PPO,0.0,6
55.430659743612175,0.97,3924.7380952380945,524.031367527439,PPO,0.0,7
68.44242135919274,0.98,3536.45238095238,510.5082965326395,PPO,0.0,8
66.7899362416819,0.97,3447.6071428571427,511.2866313517627,PPO,0.0,9
64.6226776041844,0.97,3680.9047619047633,512.4378407365806,PPO,0.0,10
60.26240148815528,0.965,3738.8035714285716,517.2071656249099,PPO,0.0,11
68.27386368938205,0.975,3450.315476190477,510.28636518021284,PPO,0.0,12
59.951342094797795,0.965,3572.8214285714284,519.1675940006601,PPO,0.0,13
57.73013380699267,0.97,3678.369047619047,522.7994778609395,PPO,0.0,14
62.410652078421506,0.975,3637.011904761904,517.4009147395107,PPO,0.0,15
53.296567143022656,0.98,3862.4980158730173,530.2926671426092,PPO,0.0,16
71.16763278954078,0.98,3329.1428571428573,508.28626510140305,PPO,0.0,17
64.46576700567176,0.975,3717.2023809523816,513.5965280629208,PPO,0.0,18
57.19526849083914,0.98,3667.1130952380963,526.2030794065984,PPO,0.0,19
111.6987749860668,1.555,3615.2196969696956,588.6648602481729,RoundRobin,0.5,0
107.74585482496187,1.5,3670.1917388167394,580.3494921132065,RoundRobin,0.5,1
107.52889779448681,1.455,3501.4392413142423,570.9437001364415,RoundRobin,0.5,2
103.1944345883188,1.425,3643.0144300144298,568.6712182473916,RoundRobin,0.5,3
105.48774980371718,1.495,3540.1230574980555,583.6572677769415,RoundRobin,0.5,4
97.48362922095976,1.51,3631.126165501165,598.5944206790502,RoundRobin,0.5,5
109.73671069447089,1.42,3560.5286796536784,558.3501758414106,RoundRobin,0.5,6
100.44032528967969,1.435,3564.745407370406,576.0068033991469,RoundRobin,0.5,7
116.89929786650963,1.54,3539.1304112554108,577.7988794989369,RoundRobin,0.5,8
98.38933333996178,1.425,3672.4335386835382,575.6140981419055,RoundRobin,0.5,9
104.06200488268503,1.34,3480.7261904761904,547.5804569616869,RoundRobin,0.5,10
94.97187285114046,1.38,3730.4821428571413,568.967851437575,RoundRobin,0.5,11
111.18819968508768,1.46,3491.5765623265634,566.7935114114296,RoundRobin,0.5,12
108.29660559043258,1.435,3603.634740259741,563.8723789520137,RoundRobin,0.5,13
110.23245857821084,1.505,3618.6136363636388,578.333789405411,RoundRobin,0.5,14
93.11115029941337,1.46,3584.3961593961594,593.0737091163144,RoundRobin,0.5,15
109.86890281236488,1.455,3567.431998556999,566.8397577944394,RoundRobin,0.5,16
111.57449895309516,1.45,3512.6706349206347,563.5242158560718,RoundRobin,0.5,17
111.81136436435085,1.43,3546.0808219558226,557.8682260558712,RoundRobin,0.5,18
112.41574389077796,1.51,3614.3228715728706,576.3474783196773,RoundRobin,0.5,19
111.86698818953003,1.555,3587.184163059162,588.6648602481727,SJF,0.5,0
108.03055720591433,1.5,3622.7413419913432,580.3494921132063,SJF,0.5,1
107.53389779448675,1.455,3500.6059079809083,570.9437001364417,SJF,0.5,2
103.68273220736643,1.425,3561.6314935064934,568.6712182473916,SJF,0.5,3
105.43117837514569,1.495,3549.551628926626,583.6572677769417,SJF,0.5,4
97.48751608409674,1.51,3630.4783549783547,598.5944206790499,SJF,0.5,5
109.75059597585616,1.42,3558.2144660894655,558.3501758414106,SJF,0.5,6
101.12331972602728,1.44,3568.6521534021517,576.1971510303397,SJF,0.5,7
116.96462204233383,1.54,3528.2430486180474,577.7988794989368,SJF,0.5,8
99.59206129357695,1.435,3633.0818070818073,576.6641717958987,SJF,0.5,9
104.05664773982785,1.34,3481.6190476190486,547.5804569616869,SJF,0.5,10
94.93429601131363,1.38,3736.7449494949474,568.967851437575,SJF,0.5,11
111.2742171364962,1.46,3465.8265623265634,566.8962352343168,SJF,0.5,12
108.83962939995645,1.435,3513.1307720057725,563.8723789520136,SJF,0.5,13
110.30462524487754,1.505,3606.5858585858605,578.3337894054108,SJF,0.5,14
92.20198692847036,1.46,3572.207667332667,593.2971506013001,SJF,0.5,15
109.92089307210514,1.455,3558.7669552669563,566.8397577944394,SJF,0.5,16
111.52975977560598,1.45,3520.1271645021643,563.5242158560717,SJF,0.5,17
111.88629618253273,1.43,3533.592185592186,557.8682260558712,SJF,0.5,18
112.48345817649225,1.51,3603.0371572871563,576.3474783196773,SJF,0.5,19
111.86698818953003,1.555,3587.184163059162,588.6648602481727,GreedyMinMin,0.5,0
108.03055720591433,1.5,3622.7413419913432,580.3494921132063,GreedyMinMin,0.5,1
107.53389779448675,1.455,3500.6059079809083,570.9437001364417,GreedyMinMin,0.5,2
103.68273220736643,1.425,3561.6314935064934,568.6712182473916,GreedyMinMin,0.5,3
105.43117837514569,1.495,3549.551628926626,583.6572677769417,GreedyMinMin,0.5,4
97.48751608409674,1.51,3630.4783549783547,598.5944206790499,GreedyMinMin,0.5,5
109.75059597585616,1.42,3558.2144660894655,558.3501758414106,GreedyMinMin,0.5,6
101.12331972602728,1.44,3568.6521534021517,576.1971510303397,GreedyMinMin,0.5,7
116.96462204233383,1.54,3528.2430486180474,577.7988794989368,GreedyMinMin,0.5,8
99.59206129357695,1.435,3633.0818070818073,576.6641717958987,GreedyMinMin,0.5,9
104.05664773982785,1.34,3481.6190476190486,547.5804569616869,GreedyMinMin,0.5,10
94.93429601131363,1.38,3736.7449494949474,568.967851437575,GreedyMinMin,0.5,11
111.2742171364962,1.46,3465.8265623265634,566.8962352343168,GreedyMinMin,0.5,12
108.83962939995645,1.435,3513.1307720057725,563.8723789520136,GreedyMinMin,0.5,13
110.30462524487754,1.505,3606.5858585858605,578.3337894054108,GreedyMinMin,0.5,14
92.20198692847036,1.46,3572.207667332667,593.2971506013001,GreedyMinMin,0.5,15
109.92089307210514,1.455,3558.7669552669563,566.8397577944394,GreedyMinMin,0.5,16
111.52975977560598,1.45,3520.1271645021643,563.5242158560717,GreedyMinMin,0.5,17
111.88629618253273,1.43,3533.592185592186,557.8682260558712,GreedyMinMin,0.5,18
112.48345817649225,1.51,3603.0371572871563,576.3474783196773,GreedyMinMin,0.5,19
111.69482476961656,1.555,3615.878066378065,588.6648602481727,Random,0.5,0
107.81115079764668,1.5,3680.223665223665,580.1612608165171,Random,0.5,1
107.4989692230582,1.455,3506.427336552337,570.9437001364416,Random,0.5,2
103.2869399995742,1.425,3627.596861471861,568.6712182473916,Random,0.5,3
105.30637750934483,1.495,3570.3517732267724,583.6572677769417,Random,0.5,4
97.57621512440278,1.51,3728.375277500278,597.5802998158937,Random,0.5,5
109.43942065118084,1.42,3610.0770202020194,558.3501758414106,Random,0.5,6
100.95953401174152,1.44,3595.9497724497714,576.1971510303397,Random,0.5,7
116.83905760676939,1.54,3549.170454545454,577.7988794989367,Random,0.5,8
99.48690278541847,1.435,3650.608225108225,576.6641717958983,Random,0.5,9
103.9629096445898,1.34,3497.242063492063,547.580456961687,Random,0.5,10
94.74494536196295,1.38,3768.3033910533904,568.967851437575,Random,0.5,11
111.20743223367921,1.46,3499.784895659897,566.690787588542,Random,0.5,12
108.4976012786452,1.43,3564.844155844157,562.6700006794349,Random,0.5,13
110.020723729726,1.505,3653.9027777777796,578.3337894054112,Random,0.5,14
91.39671786420134,1.46,3706.419178044178,593.2971506013004,Random,0.5,15
109.7920456695077,1.455,3580.2415223665234,566.8397577944396,Random,0.5,16
111.46427975295717,1.45,3575.959054834055,563.1199488770577,Random,0.5,17
111.81011761110415,1.43,3546.2886141636154,557.8682260558711,Random,0.5,18
112.14209021112428,1.51,3659.931818181817,576.3474783196771,Random,0.5,19
105.6974976504425,1.53,4391.558386058387,584.429728049811,DQN,0.5,0
100.98682436116071,1.49,4776.0978743478745,578.0348825891281,DQN,0.5,1
99.65413325377521,1.445,5010.756243756244,566.6719939255308,DQN,0.5,2
97.56436317711251,1.42,4503.138875013876,568.125205359206,DQN,0.5,3
98.76241666365087,1.48,4890.713467088468,577.8399538007275,DQN,0.5,4
90.48753051307392,1.51,5037.8085386835355,596.4284273822371,DQN,0.5,5
103.53974919758741,1.41,4385.39688089688,557.721804275547,DQN,0.5,6
88.94519139659897,1.425,5468.7386808452975,573.6135647774936,DQN,0.5,7
112.35751065966545,1.53,4343.084013209012,574.8759778916206,DQN,0.5,8
89.30852491597793,1.425,5281.419413919414,574.7544379007585,DQN,0.5,9
100.14009826372471,1.34,4416.722374847375,545.0393512307865,DQN,0.5,10
